"","DateT","Sighting_no","StartPos","Min","Best","Max","Dist","Bearing","PS","Behaviour","Species.x","Pic_no","EndPos","Grp_no","Biopsy","Comments","TimeEnd","elemk","typdat","varn","pdat","Latitude_decimal","Longitude_decimal","id","Genus","lat_name","Species.y","dist","Date","SST_6am","time_diff","wind_speed","visibility"
"177",2021-08-22 16:12:00,151,"43d52.3611N 58d55.4838W",2,2,3,200,40,"S",NA,"sowerby's","C1:     C2:","d  d",1,NA,"na",2021-08-22 16:13:00,NA,NA,NA,NA,43.872685,58.92473,177,"Meso","Mesoplodon bidens","sowerby’s beaked whale",0.249158249158249,2021-08-22,20.2,1.15,8,3
"178",2021-08-22 16:08:00,150,"43d52.2302N 58d55.3439W",1,1,1,700,50,"S",NA,"northern bottlenose","C1:  0128-0130   C2:","d  d",1,NA,"na",2021-08-22 16:19:00,NA,NA,NA,NA,43.8705033333333,58.9223983333333,178,"Hyp","Hyperoodon ampullatus","northern bottlenose whale",0.0800000000000001,2021-08-22,20.2,1.08333333333333,8,3
"179",2021-08-22 17:40:00,152,"43d51.1613N 58d55.1241W",3,3,3,600,110,"S",NA,"northern bottlenose","C1: 132 - 138     C2: 765 - 850","43d50.7832N 58d53.9658W",1,NA,"na",2021-08-22 18:10:00,NA,NA,NA,NA,43.8526883333333,58.918735,179,"Hyp","Hyperoodon ampullatus","northern bottlenose whale",0.0800000000000001,2021-08-22,20.2,22,7,5
"180",2021-08-22 18:43:00,153,"43d50.8064N 58d54.4253W",4,5,6,20,120,"P","Trav","pilot whale","C1:     C2:","d  d",1,NA,"na",2021-08-22 18:47:00,NA,NA,NA,NA,43.8467733333333,58.9070883333333,180,"Glob","Globicephala melas","pilot whale",0,2021-08-22,20.2,41,7,5
"181",2021-08-22 18:47:00,154,"43d50.81N 58d54.4354W",2,2,2,300,10,"S","Trav Mill","northern bottlenose","C1: 140-159    C2:","d  d",1,NA,"na",2021-08-22 19:00:00,NA,NA,NA,NA,43.8468333333333,58.9072566666667,181,"Hyp","Hyperoodon ampullatus","northern bottlenose whale",0.0800000000000001,2021-08-22,20.2,45,7,5
"182",2021-08-22 19:00:00,155,"43d50.5447N 58d54.2574W",2,3,5,400,175,"P","Trav","pilot whale","C1:     C2:","d  d",1,NA,"na",2021-08-22 19:01:00,NA,NA,NA,NA,43.8424116666667,58.90429,182,"Glob","Globicephala melas","pilot whale",0,2021-08-22,20.2,58,7,5
"183",2021-08-22 19:13:00,157,"43d50.8436N 58d53.5774W",2,2,2,70,30,"S","Trav","sowerby's","C1: 0161-0164    C2:","d  d",1,NA,"na",2021-08-22 19:17:00,NA,NA,NA,NA,43.8473933333333,58.8929566666667,183,"Meso","Mesoplodon bidens","sowerby’s beaked whale",0.249158249158249,2021-08-22,20.2,1.18333333333333,7,5
"184",2021-08-22 19:24:00,158,"43d50.7668N 58d53.5007W",3,3,3,100,65,"P",NA,"sowerby's","C1:     C2:","d  d",1,NA,"na",2021-08-22 19:26:00,NA,NA,NA,NA,43.8461133333333,58.8916783333333,184,"Meso","Mesoplodon bidens","sowerby’s beaked whale",0.249158249158249,2021-08-22,20.2,1.36666666666667,7,5
"185",2021-08-22 19:10:00,156,"43d50.6855N 58d53.5743W",3,5,5,300,90,"P","Trav","northern bottlenose","C1:  0165-0206  C2:860-956","d  d",1,NA,"na",2021-08-22 19:38:00,NA,NA,NA,NA,43.8447583333333,58.892905,185,"Hyp","Hyperoodon ampullatus","northern bottlenose whale",0.0800000000000001,2021-08-22,20.2,1.13333333333333,7,5
"186",2021-08-22 19:48:00,160,"43d50.6016N 58d53.7155W",5,5,5,10,160,"P","Mill","sowerby's","C1:     C2:","d  d",1,NA,"na",2021-08-22 19:54:00,NA,NA,NA,NA,43.84336,58.8952583333333,186,"Meso","Mesoplodon bidens","sowerby’s beaked whale",0.249158249158249,2021-08-22,20.2,1.25,5,5
"187",2021-08-22 20:00:00,161,"43d50.6234N 58d53.8348W",2,2,2,30,50,"P","Trav","northern bottlenose","C1:     C2:","d  d",1,NA,"na",2021-08-22 20:01:00,NA,NA,NA,NA,43.8437233333333,58.8972466666667,187,"Hyp","Hyperoodon ampullatus","northern bottlenose whale",0.0800000000000001,2021-08-22,20.2,1.05,5,5
"188",2021-08-23 07:51:00,162,"43d26.2606N 59d55.1374W",2,3,5,200,150,"P","Trav","pilot whale","C1:     C2:","43d25.6562N 59d56.5362W",1,NA,"na",2021-08-23 07:54:00,NA,NA,NA,NA,43.4376766666667,59.9189566666667,188,"Glob","Globicephala melas","pilot whale",0,2021-08-23,20.3,1.18333333333333,13,5
